Name,Team,Sport,num_medals
"Hicham El Guerrouj",Morocco,Athletics,3
"Ilona Elek-Schacherer (-Hepp)",Hungary,Fencing,3
"Brady Lee Ellison","United States",Archery,3
"Matthew D. "Matt"" Emmons"","United States",Shooting,3
"Thodore Lon Epin",France,Archery,3
"Martina Maria Ertl-Renz",Germany,"Alpine Skiing",3
"Mara del Rosario Espinoza Espinoza",Mexico,Taekwondo,3
"Tony Estanguet",France,Canoeing,3
"Hans Eugster",Switzerland,Gymnastics,3
"Henry Norwood "Barney"" Ewell"","United States",Athletics,3
"Enrico Fabris",Italy,"Speed Skating",3
"Katherine May "Katie"" Smith"","United States",Basketball,3
"Nina Nikolayevna Smoleyeva (-Nikitina)","Soviet Union",Volleyball,3
"Volodymyr Viktorovych Smyrnov","Soviet Union",Fencing,3
"Belinda Rose Snell",Australia,Basketball,3
"Peter George Snell","New Zealand",Athletics,3
"Rishod Rashidovich Sobirov",Uzbekistan,Judo,3
"Kathryn Michele "Kate"" Sobrero-Markgraf"","United States",Football,3
"Vilhelm Bruno Sderstrm",Sweden,Athletics,3
"Magnar Solberg",Norway,Biathlon,3
"Colleen Sostorics",Canada,"Ice Hockey",3
"William Frank Southall","Great Britain",Cycling,3
"dne Sndrl",Norway,"Speed Skating",3
"Antonio Spallino",Italy,Fencing,3
"Luka pik",Slovenia,Rowing,3
"John "Johnny"" Spillane"","United States","Nordic Combined",3
"Sabine Spitz",Germany,Cycling,3
"Rachael Pamela Sporn",Australia,Basketball,3
"Barbora potkov","Czech Republic",Athletics,3
"Christian David Sprenger",Australia,Swimming,3
"Warren Austin Sprout","United States",Shooting,3
"Marianne St-Gelais",Canada,"Short Track Speed Skating",3
"Kim St-Pierre",Canada,"Ice Hockey",3
"Jay Jason Stacy",Australia,Hockey,3
"Mariya Stadnik",Azerbaijan,Wrestling,3
"Dawn Michelle Staley","United States",Basketball,3
"Michael Eugene "Mike"" Stamm"","United States",Swimming,3
"Andrew William "Andy"" Stanfield"","United States",Athletics,3
"Sergey Viktorovich Starikov","Soviet Union","Ice Hockey",3
"Britta Steffen",Germany,Swimming,3
"Kerstin Stegemann",Germany,Football,3
"Carolyn Lynne "Carrie"" Steinseifer (-Bates)"","United States",Swimming,3
"Manuela Stellmach (-Schubert)","East Germany",Swimming,3
"Jan Ingemar Stenmark",Sweden,"Alpine Skiing",3
"Oskar Albinus "Albin"" Stenroos"",Finland,Athletics,3
"Tefilo Stevenson Laurence",Cuba,Boxing,3
"Charles Edward Stewart","Great Britain",Shooting,3
"Kerron Stewart",Jamaica,Athletics,3
"Melvin "Mel"" Stewart (-Monroe)"","United States",Swimming,3
"Josef "Pepi"" Stiegler"",Austria,"Alpine Skiing",3
"Marcus William "Mark"" Stockwell"",Australia,Swimming,3
"Hayden Ernest Stoeckel",Australia,Swimming,3
"Botond Storcz",Hungary,Canoeing,3
"Britt Marianne Strandberg (-Lundn)",Sweden,"Cross Country Skiing",3
"Jrmy Stravius",France,Swimming,3
"Naim Sleymanolu",Turkey,Weightlifting,3
"Eamon Wade Sullivan",Australia,Swimming,3
"Christoph Sumann",Austria,Biathlon,3
"Laura Ann Summerton-Hodges",Australia,Basketball,3
"Sun Wenyan",China,"Synchronized Swimming",3
"Sun Yujie",China,Fencing,3
"Vicky Sunohara",Canada,"Ice Hockey",3
"Bedich upk",Czechoslovakia,Gymnastics,3
"Satomi Suzuki",Japan,Swimming,3
"Johan Frithiof Isidor "John"" Svanberg (-Swanberg)"",Sweden,Athletics,3
"Tomas Runar Svensson",Sweden,Handball,3
"German Aleksandrovich Sveshnikov","Soviet Union",Fencing,3
"Aksel Lund Svindal",Norway,"Alpine Skiing",3
"Sheryl Denice Swoopes","United States",Basketball,3
"Ondej Synek","Czech Republic",Rowing,3
"Gabriela Szabo (-Gyngyssy)",Romania,Athletics,3
"Szilvia Szab",Hungary,Canoeing,3
"Zoltn Szcsi",Hungary,"Water Polo",3
"Istvn Szivs, Sr.",Hungary,"Water Polo",3
"Imre Szllsi",Hungary,Canoeing,3
"Armas Rudolf Taipale",Finland,Athletics,3
"Gholam Reza Takhti",Iran,Wrestling,3
"Jaakko Tapio Tallus",Finland,"Nordic Combined",3
"Bernard Grard Talvard",France,Fencing,3
"Tan Liangde",China,Diving,3
"Elaine Tanner (-Watt)",Canada,Swimming,3
"Ashley Tara Tappin (-Doussan)","United States",Swimming,3
"Ruslana Oleksivna Taran",Ukraine,Sailing,3
"Matthew Stephen C. "Matt"" Targett"",Australia,Swimming,3
"Charles Tatham","United States",Fencing,3
"Frederick Morgan Taylor","United States",Athletics,3
"Johanna Maria "Hannie"" Termeulen"",Netherlands,Swimming,3
"Marcus "Mark"" Tewksbury"",Canada,Swimming,3
"David Egmont Theile",Australia,Swimming,3
"Annekatrin Thiele",Germany,Rowing,3
"Gustavo Thoeni",Italy,"Alpine Skiing",3
"Dieter Thoma",Germany,"Ski Jumping",3
"Elaine Thompson",Jamaica,Athletics,3
"Richard Thompson","Trinidad and Tobago",Athletics,3
"Mary Elizabeth Thomson-King","Great Britain",Equestrianism,3
"Pierre Roger Valdemar Thorsson",Sweden,Handball,3
"Tamara Ivanovna Tikhonova","Soviet Union","Cross Country Skiing",3
"Toivo Robert Tikkanen",Finland,Shooting,3
"Maria Aaltje "Marianne"" Timmer"",Netherlands,"Speed Skating",3
"Steven Dennis "Steve"" Timmons"","United States",Volleyball,3
"Sven Tippelt","East Germany",Gymnastics,3
"Natalie Lorraine Titcume",Australia,Softball,3
"Lyudmila Yevgenyevna Titova","Soviet Union","Speed Skating",3
"Aleksandr Vasilyevich Tkachov","Soviet Union",Gymnastics,3
"Gary Milburn Tobian","United States",Diving,3
"Paolo Tofoli",Italy,Volleyball,3
"Hiroyuki Tomita",Japan,Gymnastics,3
"Aleksandar Tomov Lazarov",Bulgaria,Wrestling,3
"Ferenc Trk",Hungary,"Modern Pentathlon",3
"Regla Radameris Torres Herrera",Cuba,Volleyball,3
"Pter Tth",Hungary,Fencing,3
"Damien Michel Touya",France,Fencing,3
"Kari Traa",Norway,"Freestyle Skiing",3
"Jzef Tracz",Poland,Wrestling,3
"Mrioara Trac (-Curelea)",Romania,Rowing,3
"Andrew "Andy"" Triggs Hodge"","Great Britain",Rowing,3
"Pascale Marie Odette Marcelle Trinquet-Hachin",France,Fencing,3
"Christian-Alexander Trger",Germany,Swimming,3
"Georges Auguste Ernest Trombert",France,Fencing,3
"De'Hashia Tonnek "DeeDee"" Trotter"","United States",Athletics,3
"Mark Jan Hendrik Tuitert",Netherlands,"Speed Skating",3
"Derartu Tulu",Ethiopia,Athletics,3
"Zinada Mykhailivna Turchyna (Stolitenko-)","Soviet Union",Handball,3
"Mathieu Turcotte",Canada,"Short Track Speed Skating",3
"Vilho Immanuel "Ville"" Tuulos"",Finland,Athletics,3
"Yury Sergeyevich Tyukalov","Soviet Union",Rowing,3
"Luis Ulacia lvarez",Cuba,Baseball,3
"Torsten Elis Ullman",Sweden,Shooting,3
"Teodora Ungureanu (-Cepoi)",Romania,Gymnastics,3
"Yevgeny Romanovich Ustyugov",Russia,Biathlon,3
"Jochem Simon Uytdehaage",Netherlands,"Speed Skating",3
"Dorina Vaccaroni",Italy,Fencing,3
"Enyu Valchev Dimov",Bulgaria,Wrestling,3
"Maigonis Valdmanis","Soviet Union",Basketball,3
"Naomi Frances van As",Netherlands,Hockey,3
"Paul Van Asbroeck",Belgium,Shooting,3
"Cornelia "Conny"" van Bentum"",Netherlands,Swimming,3
"Adolf Dirk Coenraad van der Voort van Zijp",Netherlands,Equestrianism,3
"Yvonne Maria Therse van Gennip",Netherlands,"Speed Skating",3
"Hans van Helden",Netherlands,"Speed Skating",3
"Eeke Geertruida van Nes",Netherlands,Rowing,3
"Arnold Petrus Maria Vanderlijde",Netherlands,Boxing,3
"Valery Ivanovich Vasilyev","Soviet Union","Ice Hockey",3
"Fernand Vast",France,Cycling,3
"Andrus Veerpalu",Estonia,"Cross Country Skiing",3
"Sofiya Aleksandrovna Velikaya",Russia,Fencing,3
"Erik K. Vendt","United States",Swimming,3
"Norge Luis Vera Peralta",Cuba,Baseball,3
"Tonya Lynn Verbeek",Canada,Wrestling,3
"Aurel Vernescu",Romania,Canoeing,3
"Francesco Verri",Italy,Cycling,3
"Anna Maria Theodora Petra "Annemarie"" Verstappen (-Janssen)"",Netherlands,Swimming,3
"Peter Glen Vidmar","United States",Gymnastics,3
"Eduard Teodorovich Vinokurov","Soviet Union",Fencing,3
"Nicolae "Nicu"" Vlad"",Romania,Weightlifting,3
"Erik Vlek",Slovakia,Canoeing,3
"Kristina Vogel",Germany,Cycling,3
"Augustinus Wilhelmus Johannes Marines "Guus"" Vogels"",Netherlands,Hockey,3
"Emil Alwell Voigt","United States",Gymnastics,3
"Radu Voina",Romania,Handball,3
"Sandra Vlker",Germany,Swimming,3
"Stephan Volkert",Germany,Rowing,3
"Harald Vollmar","East Germany",Shooting,3
"Matthias Max Volz",Germany,Gymnastics,3
"Karl-Heinrich Erich Moritz von Groddeck",Germany,Rowing,3
"Hans Robert von Rosen",Sweden,Equestrianism,3
"Arkady Nikitich Vorobyov","Soviet Union",Weightlifting,3
"Ethel May Smith (-Stewart)",Canada,Athletics,2
"Gordon Smith","United States","Ice Hockey",2
"Edwin Harold Smith","United States",Diving,2
"John William Smith","United States",Wrestling,2
"Jonathan Scott "Jon"" Smith"","United States",Rowing,2
"Leah Smith","United States",Swimming,2
"Michele Mary Smith","United States",Softball,2
"Rusty Smith","United States","Short Track Speed Skating",2
"Marlies Jeannette Fransisca "Marlies"" Smulders"",Netherlands,Rowing,2
"Randolph L. "Randy"" Smyth"","United States",Sailing,2
"James Howard Snook","United States",Shooting,2
"Gril Snorroeggen",Norway,Handball,2
"Vyacheslav Georgiyevich Sobchenko","Soviet Union","Water Polo",2
"Ryszard Tadeusz Sobczak",Poland,Fencing,2
"Marta de Souza Sobral",Brazil,Basketball,2
"Jack Sock","United States-2",Tennis,2
"Hans Anders Sdergren",Sweden,"Cross Country Skiing",2
"Karl Hkan Sdergren",Sweden,"Ice Hockey",2
"Nicoleta Daniela "Dana"" ofronie"",Romania,Gymnastics,2
"Jani Markus Soininen",Finland,"Ski Jumping",2
"Lyubov Vladimirovna Sokolova-Shashkova (-Kl)",Russia,Volleyball,2
"Beata Sokoowska-Kulesza",Poland,Canoeing,2
"Elsa Katrine "Trine"" Solberg-Hattestad"",Norway,Athletics,2
"Damir olman",Yugoslavia,Basketball,2
"Hope Amelia Solo (-Stevens)","United States",Football,2
"Nikolay Mikhaylovich Sologubov","Soviet Union","Ice Hockey",2
"Hocine Soltani",Algeria,Boxing,2
"Wilfried Soltau",Germany,Canoeing,2
"Joyce Sombroek",Netherlands,Hockey,2
"Ren Sommerfeldt",Germany,"Cross Country Skiing",2
"Son Mi-Na","South Korea",Handball,2
"John Emil Srenson",Sweden,Gymnastics,2
"Cdric Sorhaindo",France,Handball,2
"Slobodan Soro",Serbia,"Water Polo",2
"Anioara Sorohan-Minea",Romania,Rowing,2
"Javier Sotomayor Sanabria",Cuba,Athletics,2
"Koji Sotomura",Japan,Gymnastics,2
"Gabriela Soukalov (-Koukalov)","Czech Republic",Biathlon,2
"Jaroslav Soukup","Czech Republic",Biathlon,2
"Egil Vike Sby",Norway,Canoeing,2
"Else-Marthe Srlie Lybekk",Norway,Handball,2
"Sverre Srsdal",Norway,Boxing,2
"Jaroslav paek","Czech Republic","Ice Hockey",2
"Henry John "Harry"" Spanjer"","United States",Boxing,2
"Pietro Speciale",Italy,Fencing,2
"Ingo Spelly",Germany,Canoeing,2
"Silvia Sperber (-Seiderer)","West Germany",Shooting,2
"Georg Eduard "Ede"" Sperling"",Germany,Wrestling,2
"Joan Arlene Spillane","United States",Swimming,2
"Adolf Spinnler",Switzerland,Gymnastics,2
"Nicola Spirig Hug",Switzerland,Triathlon,2
"Georg Spohr","East Germany",Rowing,2
"Daniel Sproule",Australia,Hockey,2
"Boena Srncov (-Krejcarov)",Czechoslovakia,Gymnastics,2
"rif rifov",Azerbaijan,Wrestling,2
"Kelli Allison Stack","United States","Ice Hockey",2
"Joseph Francis Stadler","United States",Athletics,2
"Ecaterina Clara Stahl-Iencic",Romania,Fencing,2
"Andreas Sthle","East Germany",Canoeing,2
"Gregor Sthli",Switzerland,Skeleton,2
"Nils Olof Stahre",Sweden,Equestrianism,2
"Stanley Anthony "Stan"" Stanczyk"","United States",Weightlifting,2
"Robert Sedgewick Stangland","United States",Athletics,2
"Branislav "Branko"" Stankovi"",Yugoslavia,Football,2
"Vasyl Vasylovych Stankovych","Soviet Union",Fencing,2
"Heather Mary Stanning","Great Britain",Rowing,2
"Milorad Stanulov",Yugoslavia,Rowing,2
"David Collin Starbrook","Great Britain",Judo,2
"Anatoly Vasilevich Starostin","Soviet Union","Modern Pentathlon",2
"Katherine "Kate"" Starre"",Australia,Hockey,2
"Vyacheslav Ivanovich Starshinov","Soviet Union","Ice Hockey",2
"Yury Vasilyevich Starunsky","Soviet Union",Volleyball,2
"Bohuslav astn",Czechoslovakia,"Ice Hockey",2
"Ivan Cuthbert Stedman",Australia,Swimming,2
"Bryan Steel","Great Britain",Cycling,2
"Ingrid Steen",Norway,Handball,2
"Gertrd Stefanek",Hungary,Fencing,2
"Ivo Stefanoni",Italy,Rowing,2
"Zuzana tefeekov",Slovakia,Shooting,2
"Jessica Marie Steffens","United States","Water Polo",2
"Margaret Ann "Maggie"" Steffens"","United States","Water Polo",2
"Bastian Steger",Germany,"Table Tennis",2
"Hans-Peter Steinacher",Austria,Sailing,2
"Josef Steinbach",Austria,Weightlifting,2
"Klaus Steinbach","West Germany",Swimming,2
"Eduard "Edi"" Steinemann"",Switzerland,Gymnastics,2
"Barnabs Steinmetz",Hungary,"Water Polo",2
"Kristin Strmer Steira",Norway,"Cross Country Skiing",2
"Igor Anatolyevich Stelnov","Soviet Union","Ice Hockey",2
"Sverre Stenersen",Norway,"Nordic Combined",2
"Valentina Sergeyevna Stenina (Miloslavova-)","Soviet Union","Speed Skating",2
"Erik Harry Stenqvist",Sweden,Cycling,2
"Kay Arne Stenshjemmet",Norway,"Speed Skating",2
"Harald Stenvaag",Norway,Shooting,2
"Mariya Aleksandrovna Stepanova",Russia,Basketball,2
"Helen Herring Stephens","United States",Athletics,2
"Ayeln Lara Stepnik Puche",Argentina,Hockey,2
"Jan trba","Czech Republic",Canoeing,2
"Rochelle Stevens","United States",Athletics,2
"Natalie Alwyne Steward","Great Britain",Swimming,2
"Geoffrey Peter "Geoff"" Stewart"",Australia,Rowing,2
"James Alexander Stewart",Australia,Rowing,2
"Vasile Stng",Romania,Handball,2
"Karlo Stipani",Yugoslavia,"Water Polo",2
"Karen Elizabeth Stives","United States",Equestrianism,2
"Kamil Wiktor Stoch",Poland,"Ski Jumping",2
"Gerhard Karl Eduard Stck",Germany,Athletics,2
"Werner Stckl",Romania,Handball,2
"John Houston Stockton","United States",Basketball,2
"Elvis Stojko",Canada,"Figure Skating",2
"Walter Raymond Stokes","United States",Shooting,2
"Saulius tombergas",Lithuania,Basketball,2
"Dwight Edwin Stones","United States",Athletics,2
"Stanislovas "Stasys"" Stonkus"","Soviet Union",Basketball,2
"Hestrie Storbeck-Cloete (-Els)","South Africa",Athletics,2
"Kjell Storelid",Norway,"Speed Skating",2
"Dudley Leonard Storey","New Zealand",Rowing,2
"Jeffery Malcolm "Jeff"" Stork"","United States",Volleyball,2
"Rginald Frdric Beaufoy Storms",Belgium,Shooting,2
"Juno Jean Pope Stover-Irwin (-Cox)","United States",Diving,2
"Penka Stoyanova",Bulgaria,Basketball,2
"Martin Straka","Czech Republic","Ice Hockey",2
"Josef Straberger",Germany,Weightlifting,2
"Dmitry Ivanovich Stratan",Russia,"Water Polo",2
"Picabo Street","United States","Alpine Skiing",2
"Thorsten Streppelhoff",Germany,Rowing,2
"Hilda Gwendolyn Strike (-Sisson)",Canada,Athletics,2
"Hubert Strolz",Austria,"Alpine Skiing",2
"Lennart Thorvald Strmberg",Finland,Canoeing,2
"Mris trombergs",Latvia,Cycling,2
"Ellen Strophal-Streidt (-Wendland-)","East Germany",Athletics,2
"Kerri Allyson Strug (-Fischer)","United States",Gymnastics,2
"Ludwig Fritz Ernst Stubbendorff",Germany,Equestrianism,2
"Christa Stubnick (Seliger-, -Fischer)",Germany,Athletics,2
"Jennifer "Jenn"" Stuczynski-Suhr"","United States",Athletics,2
"Ivar Stukolkin","Soviet Union",Swimming,2
"Chandra Lavon Sturrup",Bahamas,Athletics,2
"William Kensett Styles","Great Britain",Shooting,2
"Leonel Surez Fajardo",Cuba,Athletics,2
"Antnio Salvador Sucar",Brazil,Basketball,2
"Franois Suchanecki",Switzerland,Fencing,2
"Attila Sudr",Hungary,"Water Polo",2
"Noriko Sugawara-Narazaki",Japan,Judo,2
"Masanori Sugiura",Japan,Baseball,2
"Vladimir Georgiyevich Sukharev","Soviet Union",Athletics,2
"Olga Leonidovna Sukharnova","Soviet Union",Basketball,2
"Sandro Sukno",Croatia,"Water Polo",2
"Sun Dandan",China,"Short Track Speed Skating",2
"Sun Fuming",China,Judo,2
"Sun Yiwen",China,Fencing,2
"Heidi Sundal",Norway,Handball,2
"Martin Johnsrud Sundby",Norway,"Cross Country Skiing",2
"Lucia Francisca "Susi"" Susanti Haditono"",Indonesia,Badminton,2
"Taisto Juhani Suutarinen",Finland,Biathlon,2
"Emiko Suzuki",Japan,"Synchronized Swimming",2
"Hiroshi Suzuki",Japan,Swimming,2
"Anna Maria Svrd-Le Moine (Bergstrm-)",Sweden,Curling,2
"Cathrine Svendsen (-Roll-Mathiesen)",Norway,Handball,2
"Karl-Johan Svensson (Sarland)",Sweden,Gymnastics,2
"Oleksandr Mykolaiovych Svitlychniy",Ukraine,Gymnastics,2
"Oldich Svojanovsk",Czechoslovakia,Rowing,2
"Pavel Svojanovsk",Czechoslovakia,Rowing,2
"Jane Ellen Swagerty (-Hill)","United States",Swimming,2
"Patrick John Sweeney","Great Britain",Rowing,2
"Alfred James "Jimmy"" Swift"","South Africa",Cycling,2
"Robert Sycz",Poland,Rowing,2
"Iftikhar Ahmed Syed",Pakistan,Hockey,2
"Frank Allan Synnott","United States","Ice Hockey",2
"Marian Sypniewski",Poland,Fencing,2
"Olga Pavlovna Syrovatskaya-Mineyeva","Soviet Union",Athletics,2
"Shannon Lynn Szabados",Canada,"Ice Hockey",2
"Istvn Szab",Hungary,Canoeing,2
"Kazimierz Wiesaw Szczerba",Poland,Boxing,2
"Zofia Antonina Szczeniewska (-Bryszewska)",Poland,Volleyball,2
"va Szkely (-Gyarmati)",Hungary,Swimming,2
"Andrs Szente",Hungary,Canoeing,2
"ron Szilgyi",Hungary,Fencing,2
"Mikls Szilvsy",Hungary,Wrestling,2
"Kroly Szittya (Schfer)",Hungary,"Water Polo",2
"Jzef Szmidt (-Schmidt)",Poland,Athletics,2
"Zsuzsanna "Zsuzsa"" Szcs"",Hungary,Fencing,2
"Katalin Szke (Homonnai-, -Markovits, -Domjan)",Hungary,Swimming,2
"Robin Szolkowy",Germany-1,"Figure Skating",2
"Lszl Szolls",Hungary-1,"Figure Skating",2
"Tams Szombathelyi",Hungary,"Modern Pentathlon",2
"Istvn Szondy",Hungary,"Modern Pentathlon",2
"Stanisaw Szozda",Poland,Cycling,2
"Lajos Szcs",Hungary,Football,2
"Ryszard Jan Szurkowski",Poland,Cycling,2
"Antoni Jan Szymanowski",Poland,Football,2
"Norman Stephen "Norm"" Taber"","United States",Athletics,2
"Neculai aga",Romania,Rowing,2
"Matteo Tagliariol",Italy,Fencing,2
"Nobutaka Taguchi",Japan,Swimming,2
"Georges Charles Armand Tainturier",France,Fencing,2
"Naoto Tajima",Japan,Athletics,2
"Kroly Takcs",Hungary,Shooting,2
"Yuji Takada",Japan,Wrestling,2
"Katsuo Takaishi",Japan,Swimming,2
"Juri Takayama",Japan,Softball,2
"Viorel Talapan",Romania,Rowing,2
"Jaan Talts","Soviet Union",Weightlifting,2
"Angela Tama-Alupei",Romania,Rowing,2
"Dimosthenis Tambakos",Greece,Gymnastics,2
"Jri Tamm","Soviet Union",Athletics,2
"Jukka Viljo Tapani Tammi",Finland,"Ice Hockey",2
"Tan Xue",China,Fencing,2
"Yoko Tanabe",Japan,Judo,2
"Yusuke Tanaka",Japan,Gymnastics,2
"Melissa Palma Julie Tancredi",Canada,Football,2
"Helen Lesley Tanger",Netherlands,Rowing,2
"Yoshitomo Tani",Japan,Baseball,2
"Tnia Maria "Tnia Maranho"" Pereira Ribeiro"",Brazil,Football,2
"Ayumi Tanimoto",Japan,Judo,2
"Iris Vera Tanner (-Murrell, -Curran)","Great Britain",Swimming,2
"Tao Luna",China,Shooting,2
"Nils Bertil Tpp (Persson-)",Sweden,"Cross Country Skiing",2
"Carlyle Carrol Tapsell",India,Hockey,2
"Sergey Nikolayevich Tarakanov","Soviet Union",Basketball,2
"Lindsay Ann Tarpley (-Snow)","United States",Football,2
"Juraj Tarr",Slovakia,Canoeing,2
"Nur Tatar",Turkey,Taekwondo,2
"Juri Tatsumi",Japan,"Synchronized Swimming",2
"Ulrike Tauber (-Lebek)","East Germany",Swimming,2
"Veniamin Igorevich Tayanovich","Unified Team",Swimming,2
"Brenda Susan Taylor",Canada,Rowing,2
"Christian Taylor","United States",Athletics,2
"Ian Charles Boucher Taylor","Great Britain",Hockey,2
"Penelope Jane "Penny"" Taylor (-Gil-)"",Australia,Basketball,2
"Robert James Taylor","United States",Athletics,2
"Servet Tazegl",Turkey,Taekwondo,2
"Audrey Tcheumo",France,Judo,2
"Levan Tediashvili","Soviet Union",Wrestling,2
"Elbrus Soslanovych Tedieiev",Ukraine,Wrestling,2
"Margje Josepha Teeuwen (-Stenders)",Netherlands,Hockey,2
"Axel Teichmann",Germany,"Cross Country Skiing",2
"Judit Temes (-Tuider)",Hungary,Swimming,2
"Stefano Tempesti",Italy,"Water Polo",2
"Nabiba Naftali Temu",Kenya,Athletics,2
"Jorien ter Mors",Netherlands,"Speed Skating",2
"Igor Aramovich Ter-Ovanesyan","Soviet Union",Athletics,2
"Aya Terakawa",Japan,Swimming,2
"Fyodor Mikhaylovich Terentyev","Soviet Union","Cross Country Skiing",2
"Paul Kibii Tergat",Kenya,Athletics,2
"Anthony "Tony"" Terlazzo"","United States",Weightlifting,2
"Rodolfo Terlizzi",Italy,Fencing,2
"Erica Georgine Terpstra",Netherlands,Swimming,2
"Simon Duncan Terry","Great Britain",Archery,2
"Franco Testa",Italy,Cycling,2
"Hannah Lee Teter","United States",Snowboarding,2
"Pertti Benjam Teurajrvi",Finland,"Cross Country Skiing",2
"Cristina Teuscher","United States",Swimming,2
"Thasa Daher de Menezes",Brazil,Volleyball,2
"Erwin Thaler",Austria-1,Bobsleigh,2
"Melchior Thalmann",Switzerland,Gymnastics,2
"Carole Helene Antoinette Thate",Netherlands,Hockey,2
"Stev Theloke",Germany,Swimming,2
"Monica Theodorescu",Germany,Equestrianism,2
"Victor Thibault",France,Archery,2
"Sven Alfred Thofelt",Sweden,Fencing,2
"Georg Thoma",Germany,"Nordic Combined",2
"Nicholas Brewer "Nick"" Thoman"","United States",Swimming,2
"Geraint Howell Thomas","Great Britain",Cycling,2
"Jrme Cdric Thomas",France,Boxing,2
"John Curtis Thomas","United States",Athletics,2
"Alan Blair Thompson","New Zealand",Canoeing,2
"Courtney Lynn Thompson","United States",Volleyball,2
"Francis Morgan "Daley"" Thompson"","Great Britain",Athletics,2
"Tina Marie Thompson","United States",Basketball,2
"William Henry "Will"" Thompson"","United States",Archery,2
"Peter Thomsen",Germany,Equestrianism,2
"Karl Tore William Thoresson",Sweden,Gymnastics,2
"Andreas Thorkildsen",Norway,Athletics,2
"Isaac Thomas Thornycroft",Gyrinus-1,Motorboating,2
"Christopher "Chris"" Thorpe"","United States-1",Luge,2
"James Francis "Jim"" Thorpe"","United States",Athletics,2
